-107.16718	17.09345	0.05266
-107.76783	17.07819	0.05266
-108.36064	17.03291	0.05266
-108.94489	16.95832	0.05266
-109.51984	16.85520	0.05266
-110.08476	16.72426	0.05266
-110.63891	16.56626	0.05266
-111.18153	16.38192	0.05266
-111.71190	16.17198	0.05266
-112.22929	15.93720	0.05266
-112.73296	15.67830	0.05266
-113.22215	15.39602	0.05266
-113.69617	15.09111	0.05266
-114.15424	14.76431	0.05266
-114.59563	14.41634	0.05266
-115.01962	14.04797	0.05266
-115.42545	13.65991	0.05266
-115.81240	13.25292	0.05266
-116.17973	12.82772	0.05266
-116.52670	12.38507	0.05266
-116.85258	11.92570	0.05266
-117.15662	11.45035	0.05266
-117.43809	10.95975	0.05266
-117.69625	10.45464	0.05266
-117.93037	9.93578	0.05266
-118.13971	9.40389	0.05266
-118.32352	8.85973	0.05266
-118.48109	8.30400	0.05266
-118.61165	7.73748	0.05266
-118.71449	7.16089	0.05266
-118.78885	6.57497	0.05266
-118.83401	5.98046	0.05266
-118.84923	5.37811	0.05266
-118.84923	2.35065	0.05266
-118.84923	-7.12932	0.05266
-118.84923	-30.43257	0.05266
-118.85449	-30.64041	0.05266
-118.87009	-30.85408	0.05266
-118.89577	-31.07277	0.05266
-118.93128	-31.29567	0.05266
-118.97634	-31.52196	0.05266
-119.03069	-31.75081	0.05266
-119.16622	-32.21298	0.05266
-119.33575	-32.67567	0.05266
-119.53718	-33.13235	0.05266
-119.76840	-33.57651	0.05266
-120.02731	-34.00159	0.05266
-120.16649	-34.20494	0.05266
-120.31181	-34.40109	0.05266
-120.46299	-34.58922	0.05266
-120.61977	-34.76849	0.05266
-120.78190	-34.93810	0.05266
-120.94910	-35.09726	0.05266
-121.12113	-35.24515	0.05266
-121.29770	-35.38087	0.05266
-121.47857	-35.50372	0.05266
-121.66347	-35.61282	0.05266
-121.75732	-35.66197	0.05266
-121.85210	-35.70740	0.05266
-121.94775	-35.74896	0.05266
-122.04426	-35.78661	0.05266
-122.14156	-35.82018	0.05266
-122.23963	-35.84961	0.05266
-122.33846	-35.87482	0.05266
-122.43800	-35.89565	0.05266
-122.53820	-35.91202	0.05266
-122.63906	-35.92386	0.05266
-122.74052	-35.93102	0.05266
-122.84257	-35.93343	0.05266
-127.00999	-39.86783	0.05266
-137.25201	-40.08424	0.05266
-143.35803	-40.08423	0.05266
-143.78506	-40.07399	0.05266
-144.20651	-40.04366	0.05266
-144.62189	-39.99367	0.05266
-145.03064	-39.92456	0.05266
-145.43225	-39.83681	0.05266
-145.82620	-39.73093	0.05266
-146.21198	-39.60738	0.05266
-146.58904	-39.46669	0.05266
-146.95685	-39.30936	0.05266
-147.31494	-39.13585	0.05266
-147.66272	-38.94669	0.05266
-147.99969	-38.74236	0.05266
-148.32536	-38.52335	0.05266
-148.63916	-38.29016	0.05266
-148.94058	-38.04329	0.05266
-149.22911	-37.78322	0.05266
-149.50421	-37.51048	0.05266
-149.76535	-37.22552	0.05266
-150.01202	-36.92891	0.05266
-150.24371	-36.62105	0.05266
-150.45987	-36.30247	0.05266
-150.65994	-35.97372	0.05266
-150.84351	-35.63522	0.05266
-151.00993	-35.28751	0.05266
-151.15875	-34.93105	0.05266
-151.28943	-34.56636	0.05266
-151.40146	-34.19395	0.05266
-151.49428	-33.81430	0.05266
-151.56738	-33.42790	0.05266
-151.62027	-33.03525	0.05266
-151.65236	-32.63684	0.05266
-151.66318	-32.23317	0.05266
-151.66318	11.00172	0.05266
-151.61020	21.59941	0.05266
-151.58818	26.00014	0.05266
-151.53278	37.08171	0.05266
-151.53278	70.93682	0.05266
-151.27533	81.15729	0.05266
-151.27534	88.43513	0.05266
-151.27533	98.77276	0.05266
-151.27534	106.05060	0.05266
-151.27148	106.22490	0.05266
-151.25999	106.39811	0.05266
-151.24106	106.57018	0.05266
-151.21478	106.74105	0.05266
-151.18138	106.91068	0.05266
-151.14099	107.07900	0.05266
-151.09375	107.24596	0.05266
-151.03986	107.41153	0.05266
-150.97940	107.57563	0.05266
-150.91263	107.73822	0.05266
-150.76059	108.05865	0.05266
-150.58499	108.37239	0.05266
-150.38712	108.67902	0.05266
-150.16818	108.97810	0.05266
-149.92950	109.26924	0.05266
-149.67230	109.55199	0.05266
-149.39783	109.82593	0.05266
-149.10736	110.09064	0.05266
-148.80215	110.34570	0.05266
-148.48349	110.59067	0.05266
-148.15262	110.82514	0.05266
-147.81076	111.04869	0.05266
-147.45923	111.26089	0.05266
-146.73213	111.64954	0.05266
-145.98140	111.98769	0.05266
-145.21707	112.27197	0.05266
-144.83298	112.39284	0.05266
-144.44928	112.49898	0.05266
-144.06720	112.58994	0.05266
-143.68808	112.66532	0.05266
-143.31310	112.72469	0.05266
-142.94354	112.76762	0.05266
-142.58069	112.79369	0.05266
-142.22578	112.80247	0.05266
-78.56284	112.80247	0.05266
-64.21842	112.69513	0.05266
7.67053	112.69513	0.05266
7.98904	112.68652	0.05266
8.30341	112.66099	0.05266
8.61323	112.61893	0.05266
8.91811	112.56078	0.05266
9.21767	112.48694	0.05266
9.51153	112.39783	0.05266
9.79927	112.29388	0.05266
10.08052	112.17550	0.05266
10.35489	112.04310	0.05266
10.62197	111.89710	0.05266
10.88139	111.73793	0.05266
11.13274	111.56599	0.05266
11.37565	111.38170	0.05266
11.60972	111.18548	0.05266
11.83455	110.97775	0.05266
12.04976	110.75891	0.05266
12.25495	110.52940	0.05266
12.44974	110.28963	0.05266
12.63373	110.04002	0.05266
12.80654	109.78097	0.05266
12.96777	109.51291	0.05266
13.11702	109.23625	0.05266
13.25393	108.95142	0.05266
13.37807	108.65883	0.05266
13.48907	108.35889	0.05266
13.58655	108.05202	0.05266
13.67010	107.73865	0.05266
13.73934	107.41917	0.05266
13.79387	107.09403	0.05266
13.83329	106.76363	0.05266
13.85724	106.42838	0.05266
13.86531	106.08870	0.05266
13.86526	98.76576	0.05266
13.85540	98.42421	0.05266
13.82625	98.08710	0.05266
13.77843	97.75488	0.05266
13.71259	97.42793	0.05266
13.62935	97.10669	0.05266
13.52936	96.79159	0.05266
13.41325	96.48302	0.05266
13.28165	96.18143	0.05266
13.13519	95.88721	0.05266
12.97452	95.60081	0.05266
12.80026	95.32262	0.05266
12.61306	95.05309	0.05266
12.41353	94.79261	0.05266
12.20234	94.54161	0.05266
11.98009	94.30051	0.05266
11.74743	94.06973	0.05266
11.50500	93.84969	0.05266
11.25342	93.64082	0.05266
10.99334	93.44351	0.05266
10.72538	93.25820	0.05266
10.45019	93.08531	0.05266
10.16840	92.92525	0.05266
9.88063	92.77845	0.05266
9.58752	92.64532	0.05266
9.28973	92.52628	0.05266
8.98786	92.42175	0.05266
8.68256	92.33216	0.05266
8.37447	92.25792	0.05266
8.06422	92.19944	0.05266
7.75244	92.15715	0.05266
7.43976	92.13147	0.05266
7.12683	92.12282	0.05266
-65.50514	92.12283	0.05266
-65.71912	92.11859	0.05266
-65.88449	92.11303	0.05266
-66.04733	92.09660	0.05266
-66.20747	92.06967	0.05266
-66.36473	92.03264	0.05266
-66.51894	91.98586	0.05266
-66.66989	91.92972	0.05266
-66.81743	91.86460	0.05266
-66.96136	91.79088	0.05266
-67.10152	91.70892	0.05266
-67.23774	91.61913	0.05266
-67.36981	91.52186	0.05266
-67.49757	91.41750	0.05266
-67.62085	91.30641	0.05266
-67.73945	91.18899	0.05266
-67.85321	91.06561	0.05266
-67.96193	90.93665	0.05266
-68.06546	90.80247	0.05266
-68.16359	90.66348	0.05266
-68.25616	90.52003	0.05266
-68.34300	90.37251	0.05266
-68.42392	90.22131	0.05266
-68.49873	90.06677	0.05266
-68.56727	89.90930	0.05266
-68.62936	89.74927	0.05266
-68.68480	89.58705	0.05266
-68.73344	89.42303	0.05266
-68.77508	89.25758	0.05266
-68.80955	89.09108	0.05266
-68.83667	88.92390	0.05266
-68.85626	88.75644	0.05266
-68.86815	88.58905	0.05266
-68.87215	88.42212	0.05266
-75.00865	81.17044	0.05266
-73.71216	65.65140	0.05266
-73.71216	21.32139	0.05266
-73.71216	5.07259	0.05266
-73.71216	-27.80122	0.05266
-73.70847	-51.71150	0.05266
-73.71459	-62.05710	0.05266
-73.38951	-66.12828	0.05266
-73.25700	-85.21370	0.05266
